"","source","Timestamp","Age","Gender","Country","state","self_employed","family_history","treatment","work_interfere","no_employees","remote_work","tech_company","benefits","care_options","wellness_program","seek_help","anonymity","leave","mental_health_consequence","phys_health_consequence","coworkers","supervisor","mental_health_interview","phys_health_interview","mental_vs_physical","obs_consequence","comments"
"119","2",9908654-09-24,22,"Male","India","NA","Yes","No","No","NA","44201","Yes","Yes","Don't know","No","Don't know",NA,"Don't know","Very easy","Maybe","Maybe","Some of them","Some of them","Maybe","Maybe","Yes","Yes","NA"
"120","2",9908676-06-04 23:59:59.9375,22,"Male","India","NA","No","No","No","NA","26-100","No","Yes","No","No","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","Yes","Maybe","Maybe","Don't know","No","NA"
"121","2",9908723-09-22,22,"Female","United States","WA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Don't know","Not sure","Don't know",NA,"Don't know","Very difficult","Yes","Maybe","Some of them","Some of them","No","Maybe","No","Yes","NA"
"122","2",9908785-09-18 00:00:00.0625,22,"Female","United States","CA","No","Yes","Yes","Often","More than 1000","No","Yes","Don't know","Not sure","No",NA,"Don't know","Don't know","Yes","Yes","No","No","No","No","Don't know","No","NA"
"123","2",478322-02-06,23,"Male","United Kingdom","NA","NA","No","Yes","Sometimes","26-100","Yes","Yes","Don't know","No","Don't know",NA,"Don't know","Very easy","Maybe","No","Some of them","No","Maybe","Maybe","No","No","My company does provide healthcare but not to me as I'm on a fixed-term contract. The mental healthcare I use is provided entirely outside of my work."
"124","2",9908474-02-07,23,"Female","Australia","NA","No","Yes","Yes","Often","44201","Yes","Yes","No","Not sure","No","No","Don't know","Very easy","No","No","Some of them","Yes","No","Maybe","Yes","No","Thanks for doing this research."
"125","2",9908474-07-30,23,"Other","United States","MA","No","No","No","Rarely","More than 1000","No","Yes","Yes","Yes","No","No","Yes","Somewhat difficult","Maybe","No","Yes","Yes","No","No","No","No","NA"
"126","2",9908475-12-05 00:00:00.0625,23,"Male","United Kingdom","NA","No","No","No","Never","26-100","No","Yes","Yes","Not sure","Yes",NA,"Don't know","Very easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No","NA"
"127","2",9908482-01-19,23,"Male","United States","WV","No","No","No","Sometimes","44372","No","No","No","No","No","No","No","Somewhat easy","Yes","Yes","No","No","No","No","No","No","NA"
"128","2",9908483-06-23,23,"Male","Ireland","NA","Yes","Yes","No","Sometimes","44201","No","Yes","No","No","No","No","Don't know","Very difficult","Yes","No","No","No","No","Maybe","No","No","NA"
"129","2",9908483-08-12,23,"Female","United States","NC","No","No","No","NA","44372","No","Yes","Don't know","No","No",NA,"Don't know","Don't know","Maybe","Maybe","Some of them","Yes","No","Maybe","Yes","No","NA"
"130","2",9908484-03-17,23,"Male","United Kingdom","NA","No","Yes","No","NA","44201","Yes","Yes","Don't know","No","No","No","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Yes","Don't know","No","NA"
"131","2",9908487-11-17,23,"Male","United States","PA","No","No","No","Never","26-100","No","Yes","Don't know","Not sure","Don't know",NA,"Don't know","Don't know","No","No","No","Yes","No","Yes","Yes","No","A strong mind goes a long way. Stay strong. Take some time off to help. Its all in your head."
"132","2",9908491-10-02,23,"Male","United States","AL","No","Yes","Yes","Sometimes","26-100","Yes","No","Don't know","No","No",NA,"Yes","Somewhat easy","Maybe","No","Some of them","Some of them","No","Yes","Yes","No","NA"
"133","2",9908493-01-29,23,"Female","United Kingdom","NA","No","No","Yes","Sometimes","44372","No","Yes","Don't know","Not sure","Don't know",NA,"Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","Maybe","Yes","No","NA"
"134","2",9908494-08-14,23,"Female","United States","MN","No","Yes","Yes","Never","100-500","No","No","Yes","No","Don't know",NA,"Yes","Don't know","No","No","Some of them","Yes","Maybe","Maybe","Yes","No","NA"
"135","2",9908495-11-04,23,"Male","United States","PA","No","Yes","No","Sometimes","100-500","No","Yes","Don't know","No","No",NA,"Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","No","No","NA"
"136","2",9908498-05-10,23,"Female","United States","NY","No","No","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Don't know","Don't know","No","No","Some of them","Some of them","No","No","Yes","No","NA"
"137","2",9908502-08-18,23,"Male","United States","AL","No","Yes","Yes","Sometimes","100-500","No","No","Don't know","No","No","No","Don't know","Don't know","No","No","Yes","Yes","Maybe","Yes","Don't know","No","YOU MAY WANT TO THROW OUT MY ENTRY.I answered all of these questions with the assumption that Attention Deficit Disorder is considered a mental illness and with ADD in mind."
"138","2",9908509-06-10,23,"Male","United States","CA","No","No","No","NA","More than 1000","No","Yes","Don't know","No","No",NA,"Don't know","Don't know","No","No","Some of them","Yes","No","Maybe","No","No","NA"
"139","2",9908510-03-28,23,"Male","India","NA","No","No","No","NA","44372","No","Yes","No","No","No","No","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Maybe","No","No","NA"
"140","2",9908510-12-12 00:00:00.0625,23,"Male","United States","IN","No","No","No","NA","More than 1000","No","No","Yes","No","No","No","Don't know","Don't know","No","No","Yes","No","No","Yes","Don't know","No","NA"
"141","2",9908512-03-03,23,"Female","United States","MA","No","No","Yes","Sometimes","26-100","No","Yes","Yes","Yes","No",NA,"Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No","NA"
"142","2",9908512-08-25,23,"Male","Canada","NA","No","Yes","Yes","Sometimes","44372","No","Yes","Yes","Yes","No","No","Yes","Very easy","No","No","Yes","Yes","No","No","Yes","No","NA"
"143","2",9908517-08-26 23:59:59.9375,23,"Male","Germany","NA","Yes","Yes","Yes","Often","26-100","Yes","Yes","Don't know","No","Don't know",NA,"Don't know","Don't know","No","Maybe","Yes","Yes","Maybe","Yes","Don't know","No","you rock for doing this!"
"144","2",9908517-10-27,23,"Male","United States","VA","No","No","No","Never","26-100","No","No","Don't know","Not sure","Don't know",NA,"Don't know","Don't know","No","No","Yes","Yes","Maybe","Yes","Yes","No","NA"
"145","2",9908519-05-12 23:59:59.9375,23,"Female","United States","NY","No","Yes","Yes","Often","More than 1000","No","Yes","Yes","Not sure","Don't know","No","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","Yes","Yes","NA"
"146","2",9908527-03-04,23,"Female","United States","TX","No","No","No","NA","More than 1000","No","No","Don't know","Not sure","Don't know",NA,"Yes","Don't know","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No","NA"
"147","2",9908532-05-17,23,"Male","Sweden","NA","No","No","No","Rarely","44372","No","Yes","Don't know","No","No",NA,"Don't know","Very easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No","NA"
"148","2",9908556-06-28 23:59:59.9375,23,"Other","United States","CA","No","Yes","Yes","Rarely","44201","No","Yes","No","Yes","No","No","Don't know","Don't know","Maybe","No","Some of them","Yes","No","No","Yes","No","NA"
"149","2",9908563-02-09,23,"Male","United States","RI","No","No","No","NA","26-100","No","Yes","Don't know","No","Don't know","No","Don't know","Don't know","No","No","Yes","Yes","No","Maybe","Don't know","No","NA"
"150","2",9908576-05-04,23,"Male","United States","PA","No","No","No","Rarely","100-500","No","Yes","Yes","Not sure","Don't know",NA,"Don't know","Don't know","No","No","Some of them","Some of them","No","No","Yes","No","NA"
"151","2",9908610-01-05,23,"Female","United States","CA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Yes","Maybe","No","No","No","No","Don't know","No","NA"
"152","2",9908663-04-07,23,"Male","United States","NC","No","Yes","No","Sometimes","44372","No","Yes","Don't know","Not sure","No",NA,"Don't know","Don't know","Maybe","No","No","No","No","Maybe","Don't know","No","NA"
"153","2",9908685-06-20 00:00:00.0625,23,"Female","India","NA","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Don't know","Not sure","No",NA,"Don't know","Don't know","Yes","Maybe","No","No","No","No","Don't know","No","NA"
"154","2",9908691-06-14,23,"Male","Canada","NA","No","No","Yes","Sometimes","44372","No","Yes","Yes","No","No","No","Don't know","Somewhat easy","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No","NA"
"155","2",9908692-04-10,23,"Male","United States","OH","No","No","Yes","Often","26-100","No","No","Yes","Yes","Yes","No","Yes","Somewhat easy","No","No","Some of them","Yes","No","Maybe","Yes","No","NA"
"156","2",9908728-06-02,23,"Male","United States","CA","No","Yes","Yes","Sometimes","44372","No","Yes","No","Yes","No","No","Don't know","Very easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No","NA"
"157","2",9908761-02-02,23,"Male","United States","KY","No","Yes","No","NA","26-100","Yes","Yes","Yes","Yes","No",NA,"Yes","Don't know","Maybe","No","No","Some of them","No","No","Don't know","No","NA"
"158","2",9908762-07-04 23:59:59.9375,23,"Male","United States","IL","No","No","No","Never","100-500","No","No","Don't know","No","Don't know",NA,"Don't know","Don't know","Maybe","No","Some of them","Some of them","Maybe","Maybe","Don't know","No","NA"
"159","2",9908764-09-22,23,"Female","United Kingdom","NA","No","Yes","No","Never","More than 1000","No","No","No","No","No","Yes","Don't know","Somewhat easy","Yes","Maybe","No","No","No","Maybe","Don't know","No","NA"
"160","2",9908920-09-11,23,"Male","United States","PA","No","Yes","No","Sometimes","26-100","No","Yes","Yes","Not sure","Yes","Yes","Yes","Somewhat easy","No","No","No","No","No","Maybe","Don't know","No","NA"
"161","2",9908927-11-27,23,"Male","Israel","NA","No","No","No","NA","100-500","No","Yes","Don't know","Not sure","No","No","Yes","Very easy","Maybe","No","Some of them","Yes","Maybe","Yes","Don't know","No","NA"
"162","2",9908944-04-24,23,"Female","United States","IL","No","Yes","No","Sometimes","26-100","No","No","No","No","No","No","Don't know","Somewhat difficult","Yes","No","No","Some of them","No","Maybe","No","No","NA"
"163","2",9909622-01-01,23,"Male","Germany","NA","No","Yes","Yes","Sometimes","44372","No","Yes","Don't know","Not sure","No","No","Don't know","Somewhat easy","Maybe","No","No","No","No","No","Don't know","No","NA"
"164","2",9909658-05-05 00:00:00.0625,23,"Male","Israel","NA","No","No","No","Never","More than 1000","No","No","No","Yes","Yes","Yes","Yes","Somewhat difficult","No","No","Yes","Yes","No","Yes","Yes","No","NA"
"165","2",9912456-04-05,23,"Male","United Kingdom","NA","No","No","Yes","Sometimes","44201","No","Yes","No","No","No","No","Don't know","Very difficult","Maybe","No","Yes","Yes","Yes","Yes","No","Yes","I burnt out this year. I worked too much had too much pressure on myself from being the sole developer on a delayed project that seemed to grow in size with each week it was delayed by and worried about money a lot.I became depressed and anxious and had trouble eating sleeping and generally being myself. As my depression worsened I was regularly late for work couldn't perform as well as I should and became irritable with my colleagues.My employers response after a while was to send me private messages complaining about my lateness which only worsened the situation. I was prescribed 3 weeks off work by my doctor which my employer agreed to only to come back after to find I had been on 'statutory pay' which was roughly half of what I was expecting and was not enough to cover my rent bills AND food. This made me worse and sent me into another depression until I eventually admitted defeat gave up working and left the company. It took me months to recover and I'm now left (over 6 months after this all started) recovering from the fallout I created leaving employment with hardly any money to my name.I had previously been told by my employer that I was too young to burn out and (stupidly) trusted them. I did not feel comfortable discussing my problems with my employer because each time I was met with an attitude that I had to get myself together and ultimately given the amount of employees before me who had left the company by being fired after an altercation with the employer left me with no option but to hide it from them so I too wouldn't be fired."
"166","2",NA,23,"Male","Canada","NA","NA","No","No","Never","26-100","No","Yes","Don't know","No","Don't know",NA,"Don't know","Don't know","No","No","Yes","Yes","Maybe","Maybe","Yes","No","NA"
"167","2",9908472-08-07,24,"Male","United Kingdom","NA","No","No","Yes","Sometimes","44372","No","Yes","No","No","No","No","Don't know","Don't know","Maybe","Maybe","Some of them","No","No","Yes","No","Yes","NA"
"168","2",9908473-05-19,24,"Male","US","NY","No","Yes","Yes","Sometimes","26-100","Yes","Yes","Don't know","No","No","No","Don't know","Don't know","No","Maybe","Some of them","Yes","Yes","Yes","No","No","NA"
"169","2",9908478-03-05,24,"Male","United States","MO","No","Yes","No","Rarely","26-100","No","Yes","Don't know","Not sure","No",NA,"Don't know","Somewhat easy","Maybe","Maybe","Some of them","No","No","Maybe","Don't know","No","NA"
"170","2",9908481-07-19,24,"Male","Canada","NA","No","No","Yes","Never","26-100","No","Yes","Don't know","No","No","No","Don't know","Don't know","No","No","Some of them","Yes","Maybe","Yes","Don't know","No","NA"
"171","2",9908482-01-10,24,"Male","United Kingdom","NA","No","No","No","Never","44372","No","Yes","No","No","No","No","Yes","Don't know","Maybe","Maybe","No","Some of them","No","No","Don't know","No","NA"
"172","2",9908483-06-25 00:00:00.0625,24,"Male","United Kingdom","NA","No","No","No","Rarely","100-500","No","Yes","Don't know","Not sure","Yes",NA,"Don't know","Very easy","Maybe","Maybe","Some of them","Some of them","No","Maybe","Don't know","No","NA"
"173","2",9908484-03-01 00:00:00.0625,24,"Male","United Kingdom","NA","No","No","No","Sometimes","44372","No","Yes","Don't know","No","No",NA,"Don't know","Somewhat easy","Maybe","No","Some of them","Yes","Maybe","Yes","Yes","No","NA"
"174","2",9908486-02-15,24,"Male","United States","KS","No","No","No","Never","26-100","No","Yes","Don't know","Not sure","No",NA,"Don't know","Don't know","No","No","Some of them","Yes","No","No","Don't know","No","NA"
"175","2",9908488-05-08,24,"Male","United States","OR","No","No","No","NA","44201","No","Yes","Don't know","No","Don't know","No","Yes","Very easy","No","No","Yes","Yes","Maybe","Yes","Yes","No","Would you bring up a mental health issue with a potential employer in an interview?Poignant."
"176","2",9908488-10-17,24,"Male","United States","PA","No","No","No","Never","44372","No","Yes","Yes","Not sure","No",NA,"Don't know","Very easy","Maybe","No","Some of them","No","Maybe","Maybe","Yes","No","NA"
"177","2",9908492-09-13,24,"Male","United States","VA","No","No","No","Sometimes","44372","No","Yes","Don't know","No","Don't know",NA,"Don't know","Don't know","No","No","Yes","Yes","Maybe","Maybe","Don't know","No","NA"
"178","2",9908493-03-26,24,"Male","United Kingdom","NA","No","No","No","NA","44201","No","Yes","No","No","No","No","Don't know","Don't know","Yes","No","Some of them","Some of them","No","Yes","No","No","NA"
